City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Esmeraldas,BR,-19.7625,-44.3139,71.6,88,0,3.36,clear sky
345,Mehamn,NO,71.0357,27.8492,35.6,80,20,16.11,few clouds
346,Marawi,PH,7.9986,124.2928,81.0,84,100,4.0,light rain
347,Piterka,RU,50.6803,47.4454,17.74,94,80,13.73,broken clouds
348,Tukrah,LY,32.5341,20.5791,64.09,41,14,2.08,few clouds
349,Klaksvik,FO,62.2266,-6.589,44.6,100,100,20.8,moderate rain
350,Robe,AU,-37.1833,139.75,59.72,76,0,22.08,clear sky
351,Gisenyi,RW,-1.7028,29.2564,73.17,67,50,2.59,light rain
352,Ampanihy,MG,-24.7,44.75,96.35,35,55,4.41,broken clouds
353,Hasaki,JP,35.7333,140.8333,42.8,70,75,8.05,broken clouds
354,Dudinka,RU,69.4058,86.1778,-11.2,76,90,29.08,snow
355,Weihe,CN,32.9952,105.3247,28.83,86,100,5.77,overcast clouds
356,Sambava,MG,-14.2667,50.1667,84.74,61,0,11.86,clear sky
357,Guadalupe Y Calvo,MX,26.1,-106.9667,40.62,62,100,3.18,overcast clouds
358,Lumphat,KH,13.4878,106.9816,84.31,51,65,7.87,broken clouds
359,Makakilo City,US,21.3469,-158.0858,73.4,73,20,9.91,few clouds
360,Zhuanghe,CN,39.7008,122.9911,3.16,78,87,21.77,overcast clouds
361,Ojinaga,MX,29.5667,-104.4167,44.6,65,1,5.82,clear sky
362,Cap-Aux-Meules,CA,47.3821,-61.8597,33.8,92,100,20.8,light rain
363,Hamilton,US,39.1834,-84.5333,35.01,74,90,8.05,overcast clouds
364,Talmenka,RU,53.8183,83.5677,-4.0,70,0,13.42,clear sky
365,Emerald,AU,-23.5333,148.1667,86.0,62,97,10.29,overcast clouds
366,Tomigusuku,JP,26.185,127.675,62.6,67,75,12.75,broken clouds
367,Nanakuli,US,21.3906,-158.1547,71.6,73,20,8.43,few clouds
368,Batagay-Alyta,RU,67.8006,130.4114,-17.39,78,0,3.13,clear sky
369,Thinadhoo,MV,0.5333,72.9333,83.05,73,20,11.48,few clouds
370,Mandalgovi,MN,45.7625,106.2708,-14.84,80,79,12.64,broken clouds
371,Kaduy,RU,59.2,37.15,26.6,100,90,6.71,overcast clouds
372,Gracanica,BA,44.7033,18.3097,44.01,93,75,2.24,broken clouds
373,Arcata,US,40.8665,-124.0828,53.01,87,1,4.7,clear sky
374,Akyab,MM,20.15,92.9,79.14,59,81,9.71,broken clouds
375,Malakal,SS,9.5334,31.6605,97.2,13,1,10.56,clear sky
376,Uyuni,BO,-20.4597,-66.825,46.4,57,10,9.22,clear sky
377,Camiri,BO,-20.05,-63.5167,65.88,90,100,2.3,light rain
378,Tacuarembo,UY,-31.7333,-55.9833,70.7,85,28,5.08,scattered clouds
379,Maniitsoq,GL,65.4167,-52.9,31.05,99,100,21.97,snow
380,Evensk,RU,61.95,159.2333,-12.33,79,0,3.38,clear sky
381,Ibra,OM,22.6906,58.5334,76.12,16,0,6.73,clear sky
382,Diamantino,BR,-14.4086,-56.4461,72.52,92,100,2.51,light rain
383,Piacabucu,BR,-10.4056,-36.4344,79.34,71,2,8.08,clear sky
384,Kalaiya,NP,27.0327,85.0022,84.33,30,75,13.73,broken clouds
385,Hailar,CN,49.2,119.7,-20.52,83,59,8.32,broken clouds
386,Tartagal,AR,-22.5164,-63.8013,66.02,96,68,3.71,broken clouds
387,Isangel,VU,-19.55,169.2667,80.6,88,90,2.24,overcast clouds
388,Ossora,RU,59.2353,163.0719,-5.87,80,2,3.98,clear sky
389,Tiznit,MA,29.5833,-9.5,61.97,61,55,10.78,broken clouds
390,Omboue,GA,-1.5746,9.2618,82.81,76,71,13.22,light rain
391,Beloha,MG,-25.1667,45.05,89.83,50,67,7.36,light rain
392,Dakar,SN,14.6937,-17.4441,71.6,83,0,9.17,clear sky
393,Port Blair,IN,11.6667,92.75,84.2,74,40,6.93,scattered clouds
394,Hofn,IS,64.2539,-15.2082,32.0,84,0,9.17,clear sky
395,Los Llanos De Aridane,ES,28.6585,-17.9182,75.2,50,40,35.57,scattered clouds
396,Biasca,CH,46.3597,8.9697,37.99,100,40,5.12,scattered clouds
397,Constitucion,CL,-35.3333,-72.4167,54.93,82,0,2.42,clear sky
398,Coahuayana,MX,18.7333,-103.6833,68.56,70,3,3.04,clear sky
399,Minab,IR,27.1467,57.0801,75.2,9,0,18.34,clear sky
400,Magnitka,RU,55.3475,59.6961,6.37,92,100,3.49,overcast clouds
401,Oranjemund,NA,-28.55,16.4333,69.13,66,4,16.44,clear sky
402,Teahupoo,PF,-17.8333,-149.2667,78.8,78,0,4.7,clear sky
403,Thunder Bay,CA,48.4001,-89.3168,26.6,86,90,3.24,overcast clouds
404,Tsushima,JP,35.1667,136.7167,46.4,52,75,18.34,broken clouds
405,Kavali,IN,14.9167,79.9833,76.53,89,97,11.01,overcast clouds
406,Walvis Bay,NA,-22.9575,14.5053,75.2,64,45,6.93,scattered clouds
407,Zhigansk,RU,66.7697,123.3711,-39.26,80,100,14.97,overcast clouds
408,Lata,PT,40.1629,-8.3327,41.0,66,0,3.36,clear sky
409,Luanda,AO,-8.8368,13.2343,86.0,62,20,6.93,few clouds
410,Shatalovo,RU,54.334,32.4465,27.84,95,100,6.93,light snow
411,Anadyr,RU,64.75,177.4833,-16.6,68,20,8.95,few clouds
412,Mucuri,BR,-18.0864,-39.5508,76.77,78,18,5.77,few clouds
413,San Cristobal,VE,7.7669,-72.225,60.62,80,42,1.81,scattered clouds
414,Biak,ID,-0.9131,122.8766,76.84,85,97,5.41,moderate rain
415,Tokur,RU,53.1333,132.9,-32.57,84,69,2.26,broken clouds
416,Baie-Saint-Paul,CA,47.4411,-70.4986,24.8,92,92,3.36,overcast clouds
417,Svetlogorsk,BY,52.6333,29.7333,31.71,97,98,6.78,overcast clouds
418,Seoul,KR,37.5683,126.9778,26.6,27,90,3.36,light snow
419,Guerrero Negro,MX,27.9769,-114.0611,55.51,71,0,3.11,clear sky
420,Shenjiamen,CN,29.9576,122.298,42.3,66,100,13.47,overcast clouds
421,Ancud,CL,-41.8697,-73.8203,50.0,93,0,2.24,clear sky
422,Inhambane,MZ,-23.865,35.3833,89.6,70,20,18.34,few clouds
423,Humaita,BR,-7.5061,-63.0208,73.9,91,99,1.39,moderate rain
424,Rangpur,BD,25.75,89.25,84.04,29,78,7.87,broken clouds
425,Bongaree,AU,-27.0797,153.1586,78.8,78,75,12.75,light rain
426,Sandwick,GB,60.0,-1.25,42.8,81,75,12.75,light intensity drizzle rain
427,Myaundzha,RU,63.0494,147.1858,-24.12,81,97,2.86,overcast clouds
428,Hornepayne,CA,49.2138,-84.7705,4.96,95,63,3.6,broken clouds
429,Zhangye,CN,38.9342,100.4517,7.65,70,4,3.06,clear sky
430,Flinders,AU,-34.5833,150.8552,68.0,79,98,4.0,overcast clouds
431,Rabat,MA,33.9911,-6.8401,53.6,87,75,5.82,broken clouds
432,Port Arthur,CN,38.8,121.2667,8.6,92,90,11.18,light snow
433,Ajdabiya,LY,30.7554,20.2263,63.25,52,0,9.98,clear sky
434,Inta,RU,66.0317,60.1659,3.72,93,65,8.16,broken clouds
435,Menongue,AO,-14.6585,17.691,78.75,46,64,6.33,broken clouds
436,Fukue,JP,32.6881,128.8419,39.2,86,75,3.36,broken clouds
437,Wonthaggi,AU,-38.6044,145.5913,61.0,84,24,7.56,few clouds
438,Avera,US,33.194,-82.5271,33.8,76,1,3.36,clear sky
439,Saint-Pierre,RE,-21.3393,55.4781,87.8,52,75,6.93,broken clouds
440,Athabasca,CA,54.7169,-113.2854,28.4,58,88,6.93,overcast clouds
441,Kiunga,PG,-6.1219,141.2906,79.66,74,100,1.03,light rain
442,Dunmore Town,BS,25.5,-76.65,69.6,56,67,14.25,broken clouds
443,Port Moresby,PG,-9.4431,147.1797,80.6,94,40,5.82,scattered clouds
444,Taywarah,AF,33.35,64.4167,24.96,86,0,1.5,clear sky
445,Vilhena,BR,-12.7406,-60.1458,67.66,100,100,3.0,overcast clouds
446,Acapulco,MX,16.8634,-99.8901,73.45,83,6,3.96,clear sky
447,Koslan,RU,63.4564,48.8989,4.3,94,86,5.17,overcast clouds
448,Ranau,MY,5.9538,116.6641,82.4,78,20,3.36,moderate rain
449,Dasoguz,TM,41.8363,59.9666,23.0,53,0,6.93,clear sky
450,Lebanon,US,36.2081,-86.2911,30.2,100,1,4.29,clear sky
451,Makat,KZ,47.6469,53.3463,20.05,93,0,14.07,clear sky
452,Nome,US,64.5011,-165.4064,8.6,71,90,5.68,overcast clouds
453,Bubaque,GW,11.2833,-15.8333,80.35,54,78,1.92,broken clouds
454,Oktyabrskiy,RU,54.4815,53.471,10.08,91,100,8.48,overcast clouds
455,Tazovskiy,RU,67.4667,78.7,-12.44,89,81,14.07,broken clouds
456,Aitape,PG,-3.1374,142.3475,81.03,76,100,2.71,overcast clouds
457,Skibbereen,IE,51.55,-9.2667,28.4,100,20,13.87,few clouds
458,Ventspils,LV,57.3894,21.5606,35.6,93,90,8.05,overcast clouds
459,Ixtapa,MX,20.7,-105.2,64.99,93,5,3.02,clear sky
460,Bilibino,RU,68.0546,166.4372,-23.15,83,100,4.12,overcast clouds
461,Guatire,VE,10.4762,-66.5427,69.8,94,20,1.57,few clouds
462,Alofi,NU,-19.0595,-169.9187,75.2,100,100,4.7,heavy intensity rain
463,Broken Hill,AU,-31.95,141.4333,77.0,23,0,20.8,clear sky
464,Jimeta,NG,9.2833,12.4667,95.63,10,18,9.26,few clouds
465,Denpasar,ID,-8.65,115.2167,84.2,74,20,10.29,moderate rain
466,Verkhnyaya Inta,RU,65.9811,60.3094,4.37,93,66,6.51,broken clouds
467,Panjab,AF,34.388,67.0233,20.08,88,0,0.87,clear sky
468,Maragogi,BR,-9.0122,-35.2225,79.32,71,11,8.52,few clouds
469,Sioux Lookout,CA,50.1001,-91.917,23.0,92,90,4.7,overcast clouds
470,Mazagao,BR,-0.115,-51.2894,77.0,100,0,4.7,clear sky
471,Ilhabela,BR,-23.7781,-45.3581,77.41,81,100,2.86,overcast clouds
472,Craig,US,40.5153,-107.5464,17.6,92,1,4.21,clear sky
473,Isfana,KG,39.8386,69.5306,24.8,68,20,8.95,mist
474,Hearst,CA,49.6835,-83.6665,14.0,85,65,4.7,broken clouds
475,Muli,MV,2.9167,73.5667,82.71,71,94,6.29,overcast clouds
476,Ellensburg,US,46.9965,-120.5479,35.6,83,90,5.82,overcast clouds
477,Port-Gentil,GA,-0.7193,8.7815,84.2,79,40,10.29,scattered clouds
478,San Rafael,AR,-34.6177,-68.3301,62.22,60,0,0.94,clear sky
479,Lamar,US,33.6668,-95.5836,50.0,61,90,11.41,overcast clouds
480,Coquimbo,CL,-29.9533,-71.3436,55.4,87,0,3.36,clear sky
481,Toguchin,RU,55.2353,84.3858,-9.87,88,0,7.81,clear sky
482,San Andres,CO,12.5847,-81.7006,73.4,94,75,8.14,light rain
483,Malpe,IN,13.35,74.7167,89.6,55,40,11.41,scattered clouds
484,Indianola,US,41.3581,-93.5574,33.8,80,90,9.17,light snow
485,Pitkyaranta,RU,61.5734,31.4792,22.93,96,98,7.54,overcast clouds
486,Ilebo,CD,-4.3167,20.5833,81.07,71,98,3.38,light rain
487,Kuching,MY,1.55,110.3333,84.2,79,20,9.17,light rain
488,Tena,EC,-0.9833,-77.8167,68.32,86,100,2.1,overcast clouds
489,Tezu,IN,27.9167,96.1667,76.23,34,23,2.13,few clouds
490,Berdigestyakh,RU,62.0989,126.6992,-32.64,83,100,3.76,overcast clouds
491,Kalachinsk,RU,55.0529,74.5751,-15.84,88,62,7.63,broken clouds
492,Srednekolymsk,RU,67.45,153.6833,-20.24,87,99,11.45,overcast clouds
493,The Valley,AI,18.217,-63.0578,75.2,83,20,2.24,few clouds
494,Muros,ES,42.7762,-9.0603,36.0,93,2,11.79,clear sky
495,Oga,IT,46.4631,10.347,33.01,92,75,1.12,broken clouds
496,Oskaloosa,US,41.2964,-92.6444,32.0,97,75,11.41,mist
497,San Juan,AR,-31.5375,-68.5364,65.52,61,97,3.91,overcast clouds
498,Agadir,MA,30.4202,-9.5982,59.0,93,40,6.93,scattered clouds
499,Mponela,MW,-13.5319,33.7401,76.46,78,89,5.82,moderate rain
500,Cairns,AU,-16.9167,145.7667,84.0,88,90,2.24,thunderstorm
501,Brae,GB,60.3964,-1.353,42.8,81,75,12.75,light intensity drizzle rain
502,Araouane,ML,18.9048,-3.5265,77.41,16,88,9.95,overcast clouds
503,Saint-Augustin,CA,51.226,-58.6502,30.94,95,100,14.83,overcast clouds
504,Lang Suan,TH,9.9456,99.0785,86.0,62,20,5.82,few clouds
505,Junction City,US,39.0286,-96.8314,46.4,45,90,19.46,overcast clouds
506,Seydi,TM,39.4816,62.9137,33.03,70,27,5.03,scattered clouds
507,Hirara,JP,24.8,125.2833,66.2,72,75,14.99,broken clouds
508,Praia Da Vitoria,PT,38.7333,-27.0667,55.4,82,75,35.59,broken clouds
509,Sauteurs,GD,12.2167,-61.6333,77.0,83,20,18.77,moderate rain
510,Santa Ana,US,33.7456,-117.8678,51.8,81,1,1.72,mist
511,Arlit,NE,18.7369,7.3853,89.31,12,0,3.96,clear sky
512,Nyurba,RU,63.2842,118.3319,-15.88,87,100,9.4,overcast clouds
513,Tautira,PF,-17.7333,-149.15,78.8,78,0,4.7,clear sky
514,Pevek,RU,69.7008,170.3133,-9.26,91,100,9.51,light snow
515,Riyadh,SA,24.6877,46.7219,68.0,40,0,8.05,clear sky
516,Elyria,US,41.3684,-82.1077,35.01,80,90,6.93,overcast clouds
517,Krasnovishersk,RU,60.4078,57.082,4.93,93,84,3.04,broken clouds
518,Najran,SA,17.4924,44.1277,69.8,37,0,9.17,clear sky
519,Ikom,NG,5.9667,8.7063,93.65,47,66,2.39,broken clouds
520,Alamos,MX,27.0167,-108.9333,59.49,33,72,4.14,broken clouds
521,Pyryatyn,UA,50.2445,32.5107,35.44,87,100,6.29,overcast clouds
522,Yumen,CN,40.2833,97.2,6.13,68,79,18.05,broken clouds
523,Pangnirtung,CA,66.1451,-65.7125,8.89,90,100,0.78,light snow
524,Karaton,ID,-6.3424,106.1045,89.01,74,20,6.93,moderate rain
525,Marondera,ZW,-18.1853,31.5519,78.53,57,15,5.73,light rain
526,Bucerias,MX,20.75,-105.3333,64.99,93,9,4.21,clear sky
527,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.2,94,0,9.17,clear sky
528,Rafraf,TN,37.1904,10.1837,51.8,50,40,3.36,scattered clouds
529,Datagon,PH,9.4461,123.0891,84.2,74,75,6.93,light rain
530,Necochea,AR,-38.5473,-58.7368,64.0,95,100,22.84,overcast clouds
531,Daoukro,CI,7.0591,-3.9631,84.27,65,35,3.74,scattered clouds
532,Varkkallai,IN,8.7341,76.7067,87.8,79,75,8.55,light rain
533,Jardim,BR,-21.4803,-56.1381,72.19,92,100,2.39,overcast clouds
534,Dauphin,CA,51.1494,-100.0502,25.79,96,86,8.37,overcast clouds
535,Udachnyy,RU,66.4167,112.4,6.8,92,90,4.47,light snow
536,Okahandja,NA,-21.9833,16.9167,78.01,60,0,9.17,clear sky
537,Moerai,PF,-22.4333,-151.3333,78.51,79,99,13.53,overcast clouds
538,Cahors,FR,44.4167,1.3333,35.6,93,90,3.36,overcast clouds
539,Manggar,ID,-2.8833,108.2667,83.75,76,49,7.56,light rain
540,Silva Jardim,BR,-22.6508,-42.3917,75.2,83,20,4.7,few clouds
541,Conway,US,35.0887,-92.4421,35.01,81,20,4.7,few clouds
542,Zaria,NG,11.1113,7.7227,88.12,12,0,16.64,clear sky
543,Wahiawa,US,21.5028,-158.0236,71.6,88,40,4.7,scattered clouds
544,Mosquera,CO,4.7059,-74.2302,50.0,100,75,2.24,broken clouds
545,Rondonopolis,BR,-16.4708,-54.6356,73.71,90,99,1.7,overcast clouds
546,Ust-Maya,RU,60.4167,134.5333,-35.19,82,100,0.65,overcast clouds
547,Corum,TR,40.5,34.75,43.97,76,26,1.88,scattered clouds
548,Teeli,RU,51.0333,90.2333,-21.57,82,1,0.58,clear sky
549,Ambon,ID,-3.6954,128.1814,86.0,76,99,4.0,moderate rain
550,Rio Tercero,AR,-32.173,-64.1141,62.01,78,8,1.01,clear sky
551,Rio Gallegos,AR,-51.6226,-69.2181,51.8,62,0,4.7,clear sky
552,La Seyne-Sur-Mer,FR,43.0982,5.8847,41.0,71,0,5.99,clear sky
553,Corciano,IT,43.129,12.2874,45.0,81,47,3.36,scattered clouds
554,Magdagachi,RU,53.45,125.8,-23.08,85,98,3.56,overcast clouds
555,Port Augusta,AU,-32.5,137.7667,69.01,68,0,24.16,clear sky
556,Arrifes,PT,37.7667,-25.7,55.4,62,40,18.34,scattered clouds
557,Newton,US,42.337,-71.2092,32.0,95,90,4.7,overcast clouds
558,Windsor,CA,42.3001,-83.0165,35.6,94,90,4.7,mist
559,Namatanai,PG,-3.6667,152.4333,77.83,83,100,4.36,overcast clouds
560,Lazarev,RU,52.225,141.5131,-8.72,86,100,7.85,overcast clouds
561,Gamba,GA,-2.65,10.0,77.18,89,100,4.9,light rain
562,Le Vauclin,MQ,14.5452,-60.8388,72.0,94,0,2.24,clear sky
563,Muyezerskiy,RU,63.9333,31.65,8.06,95,37,1.95,scattered clouds
564,Kalandagan,PH,6.6786,124.7233,74.48,88,100,1.92,light rain
565,Gilgit,PK,35.9221,74.3087,42.6,60,84,1.77,broken clouds
566,Mabamba,TZ,-3.5983,30.5019,77.04,74,99,1.59,moderate rain
567,Ville-Marie,CA,47.3335,-79.433,30.2,100,90,5.82,light snow
568,Shimoda,JP,34.6667,138.95,37.99,80,100,14.47,overcast clouds
569,Podgornoye,RU,51.735,39.1496,24.8,100,90,8.95,mist
570,Korgen,NO,66.0771,13.8153,30.99,92,75,2.24,fog
571,Havre-Saint-Pierre,CA,50.2334,-63.5986,5.0,92,1,3.36,clear sky
572,Sainte-Thecle,CA,46.8168,-72.4991,24.8,79,100,5.82,overcast clouds
573,Camacha,PT,33.0833,-16.3333,60.8,93,20,8.05,few clouds
574,Puerto Colombia,CO,10.9878,-74.9547,75.2,88,40,2.24,scattered clouds
575,Moose Factory,CA,51.2585,-80.6094,15.8,85,90,4.7,overcast clouds
576,Montlucon,FR,46.3333,2.6,30.99,97,97,3.36,overcast clouds
577,Northam,GB,51.0333,-4.2167,37.99,81,61,5.99,broken clouds
578,Monte Alegre De Minas,BR,-18.8706,-48.8808,71.6,73,0,4.7,clear sky
579,Syracuse,IT,37.0881,15.2792,55.99,76,0,8.05,clear sky
580,Plettenberg Bay,ZA,-34.0527,23.3716,73.11,65,67,6.31,broken clouds
581,Maridi,SS,4.9158,29.4742,95.38,20,0,9.53,clear sky
582,Virginia Beach,US,36.8529,-75.978,42.01,77,4,3.0,clear sky
583,Gerede,TR,40.8008,32.1969,41.7,66,52,5.77,broken clouds
584,Samarai,PG,-10.6167,150.6667,84.11,76,100,14.14,overcast clouds
585,Akdepe,TM,42.0551,59.3788,23.0,53,0,6.93,clear sky
586,Kaka,TM,37.3482,59.6143,34.0,87,100,4.27,overcast clouds
587,Kalmunai,LK,7.4167,81.8167,82.69,74,73,8.05,broken clouds
588,Vao,NC,-22.6667,167.4833,78.04,82,79,19.62,broken clouds
589,Mackenzie,CA,55.2999,-123.1698,33.8,86,90,11.41,snow
590,Kroya,ID,-7.6331,109.2461,82.71,80,79,5.53,moderate rain
591,Dunkwa,GH,5.9656,-1.78,83.59,73,94,3.22,overcast clouds
592,Bima,ID,-8.4667,118.7167,78.28,86,100,0.04,moderate rain
593,Mnogovershinnyy,RU,53.9353,139.9242,-21.89,83,93,3.51,overcast clouds
594,Manjakandriana,MG,-18.9167,47.8,78.8,57,75,5.82,light rain
595,Zhuhai,CN,22.2769,113.5678,69.01,67,0,5.82,clear sky
596,Yenotayevka,RU,47.2456,47.0281,32.0,85,68,16.91,broken clouds
597,Nacala,MZ,-14.5428,40.6728,89.15,58,14,12.06,few clouds
598,Whyalla,AU,-33.0333,137.5833,66.2,68,0,24.16,clear sky
599,Hurricane,US,37.1753,-113.2899,37.99,47,1,7.7,clear sky
600,Point Pedro,LK,9.8167,80.2333,81.81,76,100,9.26,overcast clouds
601,Soyo,AO,-6.1349,12.3689,84.2,74,75,5.82,broken clouds
602,Kingsport,US,36.5484,-82.5618,34.0,69,90,5.82,overcast clouds
603,Revda,RU,56.801,59.9303,-4.0,76,40,8.95,scattered clouds
604,Vila,PT,42.0304,-8.1588,42.01,94,20,6.93,fog
605,Las Vegas,US,36.175,-115.1372,44.6,33,1,9.17,clear sky
606,Honningsvag,NO,70.9821,25.9704,37.4,86,75,11.41,broken clouds
607,Inyonga,TZ,-6.7167,32.0667,77.49,74,77,2.64,moderate rain
608,Ulkan,RU,57.243,107.3223,-16.58,85,100,6.51,overcast clouds
609,Sabang,ID,5.8933,95.3214,81.61,81,90,18.14,overcast clouds
610,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.06,98,100,1.7,overcast clouds
611,Russkoye,UA,45.0167,34.8,51.17,49,0,4.7,clear sky
612,Shu,KZ,43.5983,73.7614,13.41,93,100,3.42,overcast clouds
613,Tateyama,JP,34.9833,139.8667,44.01,69,100,1.01,overcast clouds
614,Micheweni,TZ,-4.9667,39.8333,83.73,71,13,15.19,few clouds
615,Iquique,CL,-20.2208,-70.1431,68.0,64,0,2.37,clear sky
616,Dubuque,US,42.4833,-90.8668,19.99,85,90,5.82,mist
617,Yibin,CN,28.7667,104.6238,51.44,58,100,2.62,light rain
618,Barao De Melgaco,BR,-16.1944,-55.9675,77.0,83,75,8.05,broken clouds
619,Mahanje,TZ,-9.9333,35.3333,79.93,68,92,3.11,light rain
620,Chernyshevskiy,RU,63.0128,112.4714,-13.36,90,100,9.35,overcast clouds
621,Comodoro Rivadavia,AR,-45.8667,-67.5,66.2,45,0,9.17,clear sky
622,Grand Gaube,MU,-20.0064,57.6608,82.99,64,5,10.0,clear sky
623,Manokwari,ID,-0.8667,134.0833,79.79,84,100,10.98,overcast clouds
624,North Platte,US,41.1239,-100.7654,41.0,60,90,12.75,overcast clouds
625,Maceio,BR,-9.6658,-35.7353,77.0,83,0,3.36,clear sky
626,Erenhot,CN,43.6475,111.9767,-21.91,78,0,9.48,clear sky
627,Deniliquin,AU,-35.5333,144.9667,70.12,44,0,15.41,clear sky
628,Bloemfontein,ZA,-29.1211,26.214,77.0,57,75,5.82,broken clouds
629,San Ramon,US,37.7799,-121.978,46.4,93,1,1.45,clear sky
630,Rawah,IQ,34.4816,41.9093,62.71,29,0,5.95,clear sky
631,Hudiksvall,SE,61.729,17.1036,21.29,94,86,5.35,overcast clouds
632,Karratha,AU,-20.7377,116.8463,92.34,36,0,12.06,clear sky
633,Unity,CA,52.4501,-109.1682,19.29,94,39,11.88,scattered clouds
634,Yigou,CN,35.8114,114.3167,22.68,45,13,17.87,few clouds
635,Healdsburg,US,38.6105,-122.8692,41.0,100,1,1.34,mist
636,Talara,PE,-4.5772,-81.2719,67.64,89,100,7.83,overcast clouds
637,Amuntai,ID,-2.4177,115.2494,84.58,72,100,2.35,moderate rain
638,Ilulissat,GL,69.2167,-51.1,19.4,57,100,18.34,light shower snow
639,Atherton,GB,53.5237,-2.4935,36.0,80,18,1.01,few clouds
640,Sesheke,ZM,-17.4759,24.2968,87.8,48,40,3.36,moderate rain
641,Arequipa,PE,-16.3989,-71.535,53.29,76,89,3.38,overcast clouds
642,Taoyuan,CN,32.2972,120.6167,41.0,99,90,9.91,overcast clouds
643,Lysva,RU,58.1086,57.8053,1.63,91,84,7.36,broken clouds
644,Giyani,ZA,-23.3025,30.7187,100.26,28,90,2.59,overcast clouds
645,Tahta,EG,26.7693,31.5021,68.0,56,0,6.93,clear sky
646,Villarrica,PY,-25.75,-56.4333,69.08,96,45,1.23,scattered clouds
647,San Jeronimo,PE,-11.9472,-75.2829,48.06,77,100,1.57,overcast clouds
648,Roald,NO,62.5833,6.1333,32.0,69,0,9.17,clear sky
649,Cuiluan,CN,47.72,128.648,-9.53,87,100,3.71,overcast clouds
650,Yarim,YE,14.298,44.3779,61.56,30,0,4.88,clear sky
651,Maltahohe,NA,-24.8333,16.9833,78.94,49,41,9.98,light rain
652,Kaohsiung,TW,22.6163,120.3133,69.8,64,90,6.93,overcast clouds
653,Vicuna,CL,-30.0319,-70.7081,55.4,87,0,3.36,clear sky
654,La Ronge,CA,55.1001,-105.2842,14.0,85,100,3.36,overcast clouds
655,Ko Samui,TH,9.5357,99.9357,84.2,79,20,5.82,few clouds
656,Baghdad,IQ,33.3406,44.4009,62.6,23,0,9.17,clear sky
657,Ravenna,IT,44.4167,11.9833,46.4,61,40,8.05,light rain
658,Latung,PH,5.5,120.8833,83.01,74,98,6.8,light rain
659,Eydhafushi,MV,5.1033,73.0708,80.53,75,100,0.83,overcast clouds
660,Aksay,RU,47.26,39.87,35.6,93,75,11.18,light rain
661,Hukuntsi,BW,-24.0,21.75,82.96,45,61,6.02,broken clouds
662,Krasnoselkup,RU,65.7,82.4667,-18.87,85,63,12.57,broken clouds
663,Kuroiso,JP,36.9667,140.05,41.0,64,75,4.7,broken clouds
664,Half Moon Bay,US,37.4636,-122.4286,48.99,93,1,3.36,clear sky
665,Saint-Joseph,RE,-21.3667,55.6167,87.8,52,75,6.93,broken clouds
666,Paamiut,GL,61.994,-49.6678,27.82,90,99,13.44,overcast clouds
667,Palmares Do Sul,BR,-30.2578,-50.5097,72.99,91,96,6.17,overcast clouds
668,Pervomayskiy,RU,53.2485,40.2871,21.99,77,100,8.08,overcast clouds
669,Berlevag,NO,70.8578,29.0864,33.8,74,0,21.92,clear sky
670,Havelock,US,34.8791,-76.9013,39.2,86,1,12.75,clear sky
671,Acajutla,SV,13.5928,-89.8275,75.15,62,2,5.19,clear sky
672,Victor Harbor,AU,-35.5667,138.6167,63.0,86,19,3.0,few clouds
673,Pundaguitan,PH,6.3711,126.1689,77.83,86,100,10.92,light rain
674,Jalna,IN,19.8333,75.8833,84.2,48,40,1.12,haze
675,Aswan,EG,24.0934,32.907,82.72,16,0,11.68,clear sky
676,Pryazha,RU,61.6926,33.6216,24.8,92,90,2.24,overcast clouds
677,Mariel,CU,22.9875,-82.7536,50.0,100,100,9.69,light rain
