City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Marquard,ZA,2021-01-05 04:10:59,-28.66,27.43,61.36,83,96,6.02
303,Broome,US,2021-01-05 04:11:00,42.25,-75.83,33.01,92,90,3.36
304,Mikumi,TZ,2021-01-05 04:11:00,-7.4,36.98,69.73,94,82,3.36
305,Meleuz,RU,2021-01-05 04:11:00,52.97,55.92,5.76,93,100,4.7
306,Lamu,KE,2021-01-05 04:11:01,-2.27,40.9,78.8,83,20,4.7
307,Yerbogachen,RU,2021-01-05 04:11:01,61.28,108.01,-24.81,83,100,9.86
308,Constitucion,CL,2021-01-05 04:11:01,-35.33,-72.42,58.23,63,2,6.58
309,Cuamba,MZ,2021-01-05 04:11:02,-14.8,36.54,69.03,94,99,1.86
310,Alice Springs,AU,2021-01-05 04:11:02,-23.7,133.88,77.0,64,75,8.05
311,Ocampo,MX,2021-01-05 04:11:02,21.65,-101.5,47.73,45,33,5.28
312,Tuatapere,NZ,2021-01-05 04:11:03,-46.13,167.68,57.67,83,99,1.68
313,Belmonte,BR,2021-01-05 04:11:03,-15.86,-38.88,77.0,78,75,9.17
314,Petropavlovsk-Kamchatskiy,RU,2021-01-05 04:11:04,53.05,158.65,23.0,57,40,4.47
315,Tacoronte,ES,2021-01-05 04:11:04,28.48,-16.41,63.0,77,0,13.76
316,Garoua,CM,2021-01-05 04:11:05,9.3,13.4,70.03,27,0,1.81
317,Requena,ES,2021-01-05 04:11:05,39.49,-1.1,26.01,76,0,4.7
318,Kokopo,PG,2021-01-05 04:11:06,-4.35,152.26,86.05,53,29,3.09
319,Tinalmud,PH,2021-01-05 04:11:06,13.59,122.88,83.82,67,62,3.69
320,Adrar,MR,2021-01-05 04:11:07,20.5,-10.07,63.84,38,66,7.74
321,College,US,2021-01-05 04:11:07,64.86,-147.8,-9.99,68,40,2.1
322,Ostersund,SE,2021-01-05 04:11:07,63.18,14.64,14.0,92,50,1.59
323,North Platte,US,2021-01-05 04:11:08,41.12,-100.77,26.6,79,1,4.7
324,Vangaindrano,MG,2021-01-05 04:11:08,-23.35,47.6,76.03,85,68,5.37
325,Saint-Pierre,RE,2021-01-05 04:11:08,-21.34,55.48,78.8,74,90,11.41
326,Marion,US,2021-01-05 04:10:02,39.77,-86.16,35.01,89,1,3.15
327,Bonavista,CA,2021-01-05 04:11:09,48.65,-53.11,24.8,92,47,3.36
328,Paamiut,GL,2021-01-05 04:11:09,61.99,-49.67,30.9,99,100,21.12
329,Nantucket,US,2021-01-05 04:09:08,41.28,-70.1,39.2,86,90,19.46
330,Springdale,US,2021-01-05 04:11:10,36.19,-94.13,42.8,81,1,8.05
331,Inhambane,MZ,2021-01-05 04:11:10,-23.86,35.38,77.0,88,40,0.72
332,Shelburne,CA,2021-01-05 04:11:10,44.08,-80.2,30.99,95,100,4.38
333,Sechura,PE,2021-01-05 04:11:11,-5.56,-80.82,70.9,78,100,8.81
334,Bengkulu,ID,2021-01-05 04:11:11,-3.8,102.27,85.42,66,48,7.81
335,Gurupi,BR,2021-01-05 04:11:11,-11.73,-49.07,73.72,88,94,2.04
336,Murray Bridge,AU,2021-01-05 04:10:09,-35.12,139.27,66.99,52,98,20.76
337,Margate,GB,2021-01-05 04:11:12,51.38,1.39,41.0,80,100,5.01
338,San Angelo,US,2021-01-05 04:07:15,31.46,-100.44,46.4,65,1,5.82
339,Iqaluit,CA,2021-01-05 04:11:13,63.75,-68.51,-22.0,67,20,4.7
340,Hyeres,FR,2021-01-05 04:11:13,43.12,6.12,35.6,93,0,6.93
341,Megalopoli,GR,2021-01-05 04:11:13,37.4,22.14,51.01,100,20,4.81
342,Abaete,BR,2021-01-05 04:07:49,-19.16,-45.45,69.31,89,87,1.9
343,Hajiganj,BD,2021-01-05 04:11:14,23.25,90.86,76.37,44,87,4.76
344,Pakxan,LA,2021-01-05 04:11:14,18.38,103.66,81.0,47,7,3.49
345,Narsaq,GL,2021-01-05 04:11:14,60.92,-46.05,28.4,58,100,2.24
346,Toritama,BR,2021-01-05 04:11:14,-8.01,-36.06,70.65,84,54,5.68
347,Bemidji,US,2021-01-05 04:11:15,47.47,-94.88,26.01,92,1,8.05
348,Vostochnyy,RU,2021-01-05 04:11:15,55.82,37.87,28.4,92,90,6.71
349,Sarangani,PH,2021-01-05 04:11:15,5.4,125.46,82.45,79,100,21.74
350,Bubaque,GW,2021-01-05 04:11:15,11.28,-15.83,79.93,51,0,6.22
351,Kaeo,NZ,2021-01-05 04:11:16,-35.1,173.78,73.31,56,18,8.34
352,Orotukan,RU,2021-01-05 04:11:16,62.27,151.7,-23.21,84,100,1.25
353,Bataipora,BR,2021-01-05 04:07:37,-22.3,-53.27,70.75,95,100,3.8
354,Chagoda,RU,2021-01-05 04:11:16,59.16,35.33,22.08,98,99,3.4
355,Yulara,AU,2021-01-05 04:11:17,-25.24,130.99,80.6,30,75,14.99
356,Lata,PT,2021-01-05 04:11:17,40.16,-8.33,39.0,92,0,3.18
357,Dingle,PH,2021-01-05 04:11:17,11.0,122.67,82.76,73,99,15.5
358,Denderleeuw,BE,2021-01-05 04:11:18,50.89,4.06,37.0,82,100,9.73
359,Gaogou,CN,2021-01-05 04:11:18,34.02,119.19,34.41,81,100,13.87
360,Fomboni,KM,2021-01-05 04:11:18,-12.28,43.74,83.39,71,0,9.01
361,Thinadhoo,MV,2021-01-05 04:11:19,0.53,72.93,82.78,73,84,11.77
362,Laramie,US,2021-01-05 04:09:13,41.31,-105.59,35.6,27,1,12.75
363,Qaqortoq,GL,2021-01-05 04:11:19,60.72,-46.03,28.4,58,100,2.24
364,Prince Rupert,CA,2021-01-05 04:08:08,54.32,-130.32,44.6,70,90,17.22
365,Tangjiazhuang,CN,2021-01-05 04:11:19,39.73,118.45,20.44,56,0,8.9
366,Shimoda,JP,2021-01-05 04:11:20,34.67,138.95,53.6,34,75,14.99
367,Olinda,BR,2021-01-05 04:11:20,-8.01,-34.86,78.8,65,40,5.82
368,Bastos,BR,2021-01-05 04:08:45,-21.92,-50.73,72.55,77,100,3.65
369,Lewistown,US,2021-01-05 04:11:21,40.6,-77.57,33.8,100,90,1.52
370,Musafirkhana,IN,2021-01-05 04:11:21,26.37,81.8,72.97,48,99,4.23
371,Wanaka,NZ,2021-01-05 04:11:21,-44.7,169.15,51.84,82,100,3.6
372,Grass Valley,US,2021-01-05 04:10:39,39.22,-121.06,45.0,93,69,5.82
373,Hun,LY,2021-01-05 04:11:22,29.13,15.95,47.08,55,44,4.27
374,Montrose,US,2021-01-05 04:09:06,38.42,-108.27,34.0,73,54,4.29
375,Svetlyy,RU,2021-01-05 04:11:22,54.67,20.13,32.0,96,90,11.18
376,Acarau,BR,2021-01-05 04:11:23,-2.89,-40.12,84.2,70,20,2.24
377,Kuusamo,FI,2021-01-05 04:11:23,65.97,29.18,-0.4,91,90,2.24
378,Nettuno,IT,2021-01-05 04:11:24,41.48,12.68,46.0,82,56,7.0
379,Meybod,IR,2021-01-05 04:11:24,32.25,54.02,28.4,58,40,2.24
380,Asifabad,IN,2021-01-05 04:11:24,19.37,79.28,77.27,51,48,2.98
381,Lagunas,PE,2021-01-05 04:11:24,-5.23,-75.68,74.91,93,100,1.05
382,Najran,SA,2021-01-05 04:11:25,17.49,44.13,51.8,71,0,1.74
383,Balangiga,PH,2021-01-05 04:11:25,11.11,125.39,84.67,68,99,11.97
384,Sabha,LY,2021-01-05 04:11:25,27.04,14.43,50.14,52,81,10.22
385,Hervey Bay,AU,2021-01-05 04:11:25,-25.3,152.85,87.8,52,40,8.05
386,Takaungu,KE,2021-01-05 04:11:26,-3.68,39.86,77.0,94,20,3.36
387,San Fernando,PH,2021-01-05 04:11:26,15.03,120.69,86.0,62,75,6.93
388,Tura,IN,2021-01-05 04:11:26,25.52,90.22,74.52,47,100,1.77
389,Birjand,IR,2021-01-05 04:11:26,32.87,59.22,21.2,29,0,9.17
390,Sobolevo,RU,2021-01-05 04:11:27,54.43,31.9,29.62,99,99,7.92
391,Likasi,CD,2021-01-05 04:11:27,-10.98,26.73,62.04,98,91,4.85
392,Labuan,MY,2021-01-05 04:11:27,5.28,115.24,84.2,74,20,3.36
393,Skibbereen,IE,2021-01-05 04:11:27,51.55,-9.27,35.6,91,0,13.87
394,Shache,CN,2021-01-05 04:11:28,38.42,77.24,18.36,91,87,6.82
395,Port Lincoln,AU,2021-01-05 04:11:28,-34.73,135.87,63.75,63,95,19.39
396,Apricena,IT,2021-01-05 04:11:28,41.78,15.44,39.2,86,5,5.82
397,Fort Nelson,CA,2021-01-05 04:09:19,58.81,-122.7,-5.8,76,90,5.82
398,Utica,US,2021-01-05 04:11:29,43.1,-75.23,33.01,90,100,1.99
399,Parati,BR,2021-01-05 04:09:48,-23.22,-44.71,71.71,81,100,3.29
400,Mehamn,NO,2021-01-05 04:11:29,71.04,27.85,39.2,78,75,11.41
401,Abu Kamal,SY,2021-01-05 04:11:29,34.45,40.92,47.86,51,99,3.58
402,Dudinka,RU,2021-01-05 04:11:30,69.41,86.18,-13.0,75,90,17.9
403,Kudahuvadhoo,MV,2021-01-05 04:11:30,2.67,72.89,82.22,73,98,4.61
404,Medea,DZ,2021-01-05 04:11:30,36.26,2.75,42.8,70,20,4.7
405,Pierre,US,2021-01-05 04:11:31,44.37,-100.35,35.01,55,1,4.7
406,Teixoso,PT,2021-01-05 04:11:31,40.31,-7.46,27.0,92,0,3.09
407,Chimbote,PE,2021-01-05 04:11:32,-9.09,-78.58,69.84,83,89,5.3
408,Alofi,NU,2021-01-05 04:11:32,-19.06,-169.92,78.8,94,75,1.12
409,Cordoba,AR,2021-01-05 04:08:26,-31.41,-64.18,69.8,73,40,31.09
410,Vao,NC,2021-01-05 04:11:32,-22.67,167.48,79.27,85,73,22.53
411,Rairangpur,IN,2021-01-05 04:11:33,22.27,86.18,62.6,77,40,3.6
412,Poplar Bluff,US,2021-01-05 04:11:33,36.76,-90.39,42.8,87,20,4.7
413,Beringovskiy,RU,2021-01-05 04:11:33,63.05,179.32,-8.09,88,57,16.58
414,Sao Filipe,CV,2021-01-05 04:11:33,14.9,-24.5,74.14,79,100,1.7
415,Jalu,LY,2021-01-05 04:11:34,29.03,21.55,52.25,79,22,12.26
416,Arlit,NE,2021-01-05 04:11:34,18.74,7.39,71.78,22,0,5.32
417,Tazmalt,DZ,2021-01-05 04:11:34,36.39,4.4,42.8,56,0,11.41
418,Erbaa,TR,2021-01-05 04:11:35,40.67,36.57,51.8,34,0,9.17
419,Banjar,ID,2021-01-05 04:11:35,-8.19,114.97,77.0,94,75,10.29
420,Savannah Bight,HN,2021-01-05 04:11:35,16.45,-85.85,77.0,81,0,15.28
421,Kawai,JP,2021-01-05 04:11:36,34.23,135.85,46.99,64,75,2.24
422,Saint-Denis,FR,2021-01-05 04:11:36,48.92,2.33,37.99,86,90,6.93
423,Vuktyl,RU,2021-01-05 04:11:36,63.86,57.31,-0.18,93,82,4.74
424,Locri,IT,2021-01-05 04:11:36,38.24,16.26,46.4,70,0,3.36
425,Mzimba,MW,2021-01-05 04:11:37,-11.9,33.6,64.02,93,100,1.95
426,Yago,MX,2021-01-05 04:11:37,21.83,-105.07,64.09,53,32,3.22
427,Ternate,ID,2021-01-05 04:11:38,0.8,127.4,85.64,66,21,4.12
428,Leshukonskoye,RU,2021-01-05 04:11:38,64.9,45.76,1.26,94,91,4.14
429,Nara,JP,2021-01-05 04:11:38,34.69,135.8,46.99,52,75,2.24
430,Chifeng,CN,2021-01-05 04:11:38,42.27,118.96,1.45,82,0,7.16
431,Porto Novo,BJ,2021-01-05 04:09:13,6.5,2.6,75.2,94,20,3.36
432,Doha,QA,2021-01-05 04:08:59,25.29,51.53,64.4,77,0,2.24
433,Walvis Bay,NA,2021-01-05 04:11:39,-22.96,14.51,69.01,82,4,2.24
434,Lorengau,PG,2021-01-05 04:11:40,-2.02,147.27,86.34,68,98,12.21
435,Pasni,PK,2021-01-05 04:11:40,25.26,63.47,58.32,37,0,23.6
436,Manvi,IN,2021-01-05 04:11:34,15.98,77.05,73.09,71,99,8.97
437,Riyadh,SA,2021-01-05 04:10:34,24.69,46.72,53.6,71,0,3.36
438,Clyde River,CA,2021-01-05 04:07:51,70.47,-68.59,-20.2,75,1,4.7
439,Anadyr,RU,2021-01-05 04:11:41,64.75,177.48,-11.0,69,0,8.95
440,Novikovo,RU,2021-01-05 04:11:41,51.15,37.89,28.47,97,100,10.18
441,Bonthe,SL,2021-01-05 04:11:41,7.53,-12.51,78.93,83,28,4.03
442,Siparia,TT,2021-01-05 04:11:42,10.13,-61.5,69.01,92,31,7.99
443,Xinzhi,CN,2021-01-05 04:11:42,36.5,111.7,28.26,64,11,11.21
444,Muyezerskiy,RU,2021-01-05 04:11:42,63.93,31.65,7.11,95,86,2.35
445,Aguada De Pasajeros,CU,2021-01-05 04:11:43,22.39,-80.85,66.2,93,53,3.36
446,Champerico,GT,2021-01-05 04:11:43,14.3,-91.92,64.99,97,1,5.73
447,Diapaga,BF,2021-01-05 04:11:43,12.07,1.79,74.79,20,1,5.86
448,San Quintin,MX,2021-01-05 04:11:43,30.48,-115.95,57.15,86,90,8.32
449,Magadan,RU,2021-01-05 04:11:44,59.57,150.8,-2.6,83,100,10.31
450,Cedar City,US,2021-01-05 04:06:49,37.68,-113.06,37.4,59,1,6.93
451,George Town,MY,2021-01-05 04:09:02,5.41,100.34,84.0,78,40,9.17
452,Lerwick,GB,2021-01-05 04:11:44,60.15,-1.15,39.2,93,99,8.05
453,Valparaiso,CL,2021-01-05 04:08:27,-33.04,-71.63,57.2,82,90,5.82
454,Lenggries,DE,2021-01-05 04:11:45,47.68,11.57,27.0,87,49,3.0
455,Piranshahr,IR,2021-01-05 04:11:45,36.7,45.14,26.44,90,70,6.17
456,San Bartolome De Tirajana,ES,2021-01-05 04:11:45,27.92,-15.57,64.99,77,20,4.7
457,Rutana,BI,2021-01-05 04:11:46,-3.87,30.1,54.99,98,26,2.44
458,Kholodnyy,RU,2021-01-05 04:11:46,62.72,147.95,-15.43,84,100,3.02
459,Ingham,US,2021-01-05 04:11:46,42.6,-84.38,30.2,86,90,6.96
460,Alugan,PH,2021-01-05 04:11:47,12.22,125.48,83.91,69,100,11.41
461,Vanimo,PG,2021-01-05 04:11:47,-2.67,141.3,83.93,75,100,6.33
462,Broken Hill,AU,2021-01-05 04:11:47,-31.95,141.43,77.0,31,0,11.41
463,Haines Junction,CA,2021-01-05 04:11:47,60.75,-137.51,6.55,90,100,1.74
464,Dryden,CA,2021-01-05 04:11:48,49.78,-92.75,26.6,92,90,8.05
465,Coihaique,CL,2021-01-05 04:11:48,-45.58,-72.07,51.8,66,0,3.36
466,Kathmandu,NP,2021-01-05 04:11:48,27.72,85.32,55.4,76,75,2.24
467,Komsomolskiy,UZ,2021-01-05 04:11:48,40.43,71.72,19.4,85,75,1.5
468,Majene,ID,2021-01-05 04:11:49,-3.54,118.97,85.32,69,88,4.76
469,Bafoussam,CM,2021-01-05 04:11:49,5.47,10.42,58.82,65,0,1.72
470,Touros,BR,2021-01-05 04:11:49,-5.2,-35.46,78.8,78,40,8.05
471,Salinopolis,BR,2021-01-05 04:11:49,-0.61,-47.36,79.39,83,97,9.48
472,Salaga,GH,2021-01-05 04:11:50,8.55,-0.52,78.96,60,0,4.99
473,Bac Lieu,VN,2021-01-05 04:11:50,9.29,105.72,83.1,72,96,21.72
474,Korla,CN,2021-01-05 04:11:50,41.76,86.15,17.73,78,0,6.53
475,Faya,SA,2021-01-05 04:11:50,18.39,42.45,50.0,81,0,1.54
476,Caravelas,BR,2021-01-05 04:11:51,-17.71,-39.25,75.99,87,0,7.45
477,Kajansi,UG,2021-01-05 04:11:51,0.21,32.52,68.0,88,20,3.36
478,Moree,AU,2021-01-05 04:11:51,-29.47,149.85,87.8,48,13,6.93
479,Hohhot,CN,2021-01-05 04:11:51,40.81,111.65,1.4,64,0,4.47
480,Raduzhnyy,RU,2021-01-05 04:11:52,62.1,77.47,-25.26,84,0,5.41
481,Port Hardy,CA,2021-01-05 04:11:52,50.7,-127.42,42.8,100,75,4.7
482,Coquimbo,CL,2021-01-05 04:11:52,-29.95,-71.34,59.0,87,7,3.36
483,Batagay,RU,2021-01-05 04:11:52,67.63,134.63,-40.04,77,3,3.24
484,Beian,NO,2021-01-05 04:11:53,63.66,9.57,26.6,86,40,14.99
485,Vrangel,RU,2021-01-05 04:11:53,42.73,133.08,13.19,74,0,11.45
486,Vostok,RU,2021-01-05 04:11:53,46.49,135.88,-4.32,82,53,5.99
487,De Aar,ZA,2021-01-05 04:11:54,-30.65,24.01,64.4,86,100,4.47
488,Kavaratti,IN,2021-01-05 04:11:54,10.57,72.64,82.4,74,40,4.7
489,Asosa,ET,2021-01-05 04:11:54,10.07,34.53,62.96,36,1,5.19
490,Olavarria,AR,2021-01-05 04:11:54,-36.89,-60.32,68.0,92,100,7.0
491,Buraydah,SA,2021-01-05 04:11:55,26.33,43.98,53.6,100,75,8.05
492,Illescas,ES,2021-01-05 04:11:55,40.12,-3.85,35.01,86,0,3.36
493,Hualmay,PE,2021-01-05 04:11:55,-11.1,-77.61,70.02,82,100,5.5
494,Nouadhibou,MR,2021-01-05 04:11:05,20.93,-17.03,68.5,64,78,10.65
495,Andros Town,BS,2021-01-05 04:10:10,24.7,-77.77,71.6,88,75,3.36
496,Wajima,JP,2021-01-05 04:11:56,37.4,136.9,35.6,100,75,9.17
497,Acari,PE,2021-01-05 04:11:56,-15.43,-74.62,71.55,72,91,3.58
498,Ponta Delgada,PT,2021-01-05 04:11:56,37.73,-25.67,59.0,87,75,14.99
499,Pochinki,RU,2021-01-05 04:11:57,54.7,44.87,30.06,98,100,8.66
500,Thunder Bay,CA,2021-01-05 04:11:57,48.4,-89.32,32.0,92,75,6.93
501,Nuuk,GL,2021-01-05 04:11:57,64.18,-51.72,21.2,92,100,3.36
502,Fare,PF,2021-01-05 04:11:57,-16.7,-151.02,81.84,72,100,18.01
503,Port Keats,AU,2021-01-05 04:11:58,-14.25,129.55,90.01,68,100,8.93
504,Meulaboh,ID,2021-01-05 04:11:58,4.14,96.13,85.39,59,45,4.63
505,Matagami,CA,2021-01-05 04:11:58,49.75,-77.63,28.4,100,90,10.29
506,Brae,GB,2021-01-05 04:11:58,60.4,-1.35,39.2,93,100,8.05
507,Byron Bay,AU,2021-01-05 04:10:06,-28.65,153.62,90.0,66,40,16.11
508,Puerto Leguizamo,CO,2021-01-05 04:11:59,-0.19,-74.78,74.07,78,40,3.42
509,Zhanaozen,KZ,2021-01-05 04:11:59,43.3,52.8,20.3,94,0,11.39
510,Grindavik,IS,2021-01-05 04:11:59,63.84,-22.43,33.8,71,75,8.05
511,Marystown,CA,2021-01-05 04:12:00,47.17,-55.15,31.15,95,100,14.52
512,Jerez,GT,2021-01-05 04:12:00,14.1,-89.75,65.34,96,7,3.02
513,Acapulco,MX,2021-01-05 04:11:27,16.86,-99.89,78.8,88,5,3.36
514,Kahului,US,2021-01-05 04:10:05,20.89,-156.47,80.6,57,40,12.75
515,La Ronge,CA,2021-01-05 04:11:20,55.1,-105.28,10.4,85,36,3.36
516,Dukat,RU,2021-01-05 04:12:01,62.55,155.55,-34.89,82,100,4.16
517,Nongstoin,IN,2021-01-05 04:12:02,25.52,91.27,68.36,36,100,3.09
518,Taoudenni,ML,2021-01-05 04:12:02,22.68,-3.98,64.72,24,74,6.13
519,Sungaipenuh,ID,2021-01-05 04:12:02,-2.08,101.38,81.63,56,63,1.86
520,Arkhara,RU,2021-01-05 04:12:03,49.42,130.08,-16.44,86,85,6.49
521,Stalowa Wola,PL,2021-01-05 04:12:03,50.58,22.05,39.99,97,100,5.01
522,Cururupu,BR,2021-01-05 04:12:03,-1.83,-44.87,75.6,92,99,3.04
523,Soure,BR,2021-01-05 04:08:35,-0.72,-48.52,80.33,80,100,10.13
524,Mwanza,TZ,2021-01-05 04:12:04,-2.52,32.9,66.2,93,40,6.93
525,Moron,AR,2021-01-05 04:12:04,-34.65,-58.62,75.0,86,85,3.0
526,Sorong,ID,2021-01-05 04:12:05,-0.88,131.25,83.19,76,79,4.88
527,Sur,OM,2021-01-05 04:12:05,22.57,59.53,69.35,38,0,11.77
528,Nyurba,RU,2021-01-05 04:12:05,63.28,118.33,-24.88,84,100,7.31
529,Dire,ML,2021-01-05 04:12:05,12.28,-10.97,68.85,29,0,1.01
530,Road Town,VG,2021-01-05 04:09:33,18.42,-64.62,75.0,87,30,15.01
531,Banda Aceh,ID,2021-01-05 04:12:06,5.56,95.32,80.82,78,99,11.56
532,Matara,LK,2021-01-05 04:12:06,5.95,80.54,82.71,71,44,5.84
533,Beira,MZ,2021-01-05 04:12:07,-19.84,34.84,77.0,94,20,3.36
534,San Rafael,AR,2021-01-05 04:12:07,-34.62,-68.33,62.85,77,99,3.53
535,Tateyama,JP,2021-01-05 04:12:07,34.98,139.87,53.6,34,75,14.99
536,Susanino,RU,2021-01-05 04:12:07,58.15,41.59,23.04,98,97,4.32
537,Dolores,AR,2021-01-05 04:12:08,-36.31,-57.68,66.34,95,92,10.42
538,Bandarbeyla,SO,2021-01-05 04:12:08,9.49,50.81,72.99,68,36,16.91
539,Havre-Saint-Pierre,CA,2021-01-05 04:12:08,50.23,-63.6,26.6,79,90,4.7
540,Wesselsbron,ZA,2021-01-05 04:12:09,-27.85,26.37,64.0,94,98,3.62
541,Oranjemund,NA,2021-01-05 04:12:09,-28.55,16.43,65.21,91,100,3.69
542,Impfondo,CG,2021-01-05 04:12:09,1.64,18.07,71.58,90,96,2.71
543,Bairiki,KI,2021-01-05 04:12:09,1.33,172.98,84.2,74,75,14.99
544,Manaure,CO,2021-01-05 04:12:10,11.78,-72.44,75.4,78,0,6.62
545,Mitsamiouli,KM,2021-01-05 04:12:10,-11.38,43.28,82.58,74,23,9.15
546,Songjianghe,CN,2021-01-05 04:12:10,42.19,127.48,3.42,74,12,5.44
547,Los Llanos De Aridane,ES,2021-01-05 04:12:10,28.66,-17.92,69.8,60,75,5.82
